listing_id,product,price,original_price,condition,seller,time_posted,likes,listing_url,source_url,category,buyer_protection,delivery_info
1437399429,HyperX Fury 8gb DDR4 RAM,RM110,,Lightly used,kifkifkifkif,,1,https://www.carousell.com.my/p/hyperx-fury-8gb-ddr4-ram-1437399429/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1433500819,EKWB EK-CoolStream Classic PE 360 Radiator,RM220,RM250,Brand new,lyn.darkzone,,2,https://www.carousell.com.my/p/ekwb-ek-coolstream-classic-pe-360-radiator-1433500819/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437404253,Kingston DDR4 16GB RAM 2400MHz,RM270,,Well used,fatcat90,,1,https://www.carousell.com.my/p/kingston-ddr4-16gb-ram-2400mhz-1437404253/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1435014787,"INTEL MINI ITX (NO GPU, PSU, STORAGE) PLEASE READ",RM200,,Like new,inuzukaryuta,,6,https://www.carousell.com.my/p/intel-mini-itx-no-gpu-psu-storage-please-read-1435014787/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1434456540,Used DDR4 RAM 8GB 2666/3000/3200/3600Mhz,RM168,,Lightly used,ezicching,,8,https://www.carousell.com.my/p/used-ddr4-ram-8gb-2666-3000-3200-3600mhz-1434456540/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437289942,Intel Pentium G6400 CPU,RM80,,Lightly used,tinyexil3,,1,https://www.carousell.com.my/p/intel-pentium-g6400-cpu-1437289942/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1436699312,Colorful GeForce RTX 5070 battle ax,"RM2,000",,Like new,rockdidi3886910,,13,https://www.carousell.com.my/p/colorful-geforce-rtx-5070-battle-ax-1436699312/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1437018105,NVIDIA GeForce RTX 4080,"RM1,200",,Brand new,royalstone.bb7046,,2,https://www.carousell.com.my/p/nvidia-geforce-rtx-4080-1437018105/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1425898429,Corsair Vengeance DDR5 32GB (2x16)  5600MHz RAM White,"RM1,450",,Brand new,sellonline26,,13,https://www.carousell.com.my/p/corsair-vengeance-ddr5-32gb-2x16-5600mhz-ram-white-1425898429/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1436356010,ZOTAC RTX 3050 8GBTwin Edge OC,RM620,,Like new,vincentlau23279,,5,https://www.carousell.com.my/p/zotac-rtx-3050-8gbtwin-edge-oc-1436356010/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1434127382,GIGABYTE AMD Radeon™ RX 9060 XT GAMING OC 8G,"RM1,200",,Like new,nanonana5555,,19,https://www.carousell.com.my/p/gigabyte-amd-radeon™-rx-9060-xt-gaming-oc-8g-1434127382/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1377814721,Leadtek Professional Quadro RTX A1000 8GB / RTX A2000 12GB Workstation,"RM2,799",,Brand new,fantasytech,,6,https://www.carousell.com.my/p/leadtek-professional-quadro-rtx-a1000-8gb-rtx-a2000-12gb-workstation-1377814721/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1420318809,Samsung Portable SSD T7 Shield 2TB – Brand New Sealed,RM650,,Brand new,barangwarehousemurah,,17,https://www.carousell.com.my/p/samsung-portable-ssd-t7-shield-2tb-–-brand-new-sealed-1420318809/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,False,
1400050147,NVIDIA Quadro Graphics Card,RM150,,Well used,mohammadalam13,,9,https://www.carousell.com.my/p/nvidia-quadro-graphics-card-1400050147/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1436732706,ASUS ROG Strix X870-A Gaming WiFi Motherboard,RM899,,Brand new,attila1717,,9,https://www.carousell.com.my/p/asus-rog-strix-x870-a-gaming-wifi-motherboard-1436732706/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1428284649,Nvidia Quadro P400 Graphics Card,RM210,,Lightly used,kamran321,,4,https://www.carousell.com.my/p/nvidia-quadro-p400-graphics-card-1428284649/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
1429851155,New NVIDIA TESLA A2 16GB Professional Computing Graphics Card Deep Learning GPU,"RM2,250",,Brand new,zealwind-5d2287,,3,https://www.carousell.com.my/p/new-nvidia-tesla-a2-16gb-professional-computing-graphics-card-deep-learning-gpu-1429851155/,https://www.carousell.com.my/categories/computers-tech-602/parts-accessories-604/computer-parts-5113/?tab=marketplace,Computers & Tech > Parts & Accessories > Computer Parts,True,
